"gene_id","chr","start","end","width","cpg_oe"
"gene-LOC134727142","NC_086379.1",55183568,55188300,4733,0.979183874678752
"gene-LOC134727143","NC_086379.1",55191005,55195616,4612,0.420869102516538
"gene-LOC134727144","NC_086379.1",55199526,55210924,11399,0.84905035256655
"gene-LOC134726533","NC_086379.1",55258761,55260606,1846,0.817924154719329
"gene-LOC134727145","NC_086379.1",55287448,55288531,1084,0.725914979947168
"gene-LOC134727147","NC_086379.1",55344131,55348328,4198,0.915669833889657
"gene-LOC134727148","NC_086379.1",55372590,55387497,14908,0.934147873877355
"gene-LOC134727149","NC_086379.1",55398779,55403523,4745,0.854413540058299
"gene-LOC134727150","NC_086379.1",55410920,55414875,3956,0.836398277921053
"gene-LOC134727151","NC_086379.1",55422001,55425254,3254,0.786609168590299
"gene-LOC134726534","NC_086379.1",55431173,55432497,1325,0.894426966447836
"gene-LOC134727152","NC_086379.1",55513105,55525509,12405,0.763652932524447
"gene-LOC134725333","NC_086379.1",55529960,55560965,31006,0.456943590613189
"gene-LOC134725334","NC_086379.1",55561128,55578410,17283,0.662081385003708
"gene-LOC134726535","NC_086379.1",55619235,55631312,12078,0.912745350188582
"gene-LOC134727153","NC_086379.1",55665951,55668145,2195,0.881220086592502
"gene-LOC134725335","NC_086379.1",55694277,55698947,4671,0.87667243939953
"gene-LOC134725336","NC_086379.1",55716858,55725304,8447,1.14978356589784
"gene-LOC134727154","NC_086379.1",55727491,55730513,3023,1.00362376449921
"gene-LOC134725338","NC_086379.1",55734911,55756910,22000,0.346890966448804
"gene-LOC134725337","NC_086379.1",55756925,55764125,7201,0.318347727896904
"gene-LOC134725339","NC_086379.1",55768431,55791075,22645,0.572286936903903
"gene-LOC134725340","NC_086379.1",55785858,55805602,19745,0.439220451472226
"gene-LOC134725341","NC_086379.1",55812097,55828768,16672,0.864537788265148
"gene-LOC134725342","NC_086379.1",55830389,55838200,7812,0.882806382583713
"gene-LOC134725343","NC_086379.1",55841548,55847080,5533,0.709826397094543
"gene-LOC134727155","NC_086379.1",55848346,55859548,11203,0.416804441258313
"gene-LOC134725346","NC_086379.1",55861130,55870935,9806,0.866706685382968
"gene-LOC134727156","NC_086379.1",55892898,55893806,909,0.527536870331354
"gene-LOC134725348","NC_086379.1",55900046,55930956,30911,0.297397050156554
"gene-LOC134725347","NC_086379.1",55926285,55939835,13551,0.5664007039825
"gene-LOC134725349","NC_086379.1",55947120,55958188,11069,0.788115918724069
"gene-LOC134725351","NC_086379.1",55950558,55977933,27376,0.481644230888053
"gene-LOC134725350","NC_086379.1",55963315,55969987,6673,0.342268735305963
"gene-LOC134725353","NC_086379.1",55985508,56014789,29282,0.369002220381769
"gene-LOC134725354","NC_086379.1",56031766,56042443,10678,0.43558721773499
"gene-LOC134725356","NC_086379.1",56048136,56088031,39896,0.319906460441946
"gene-LOC134725355","NC_086379.1",56051875,56062796,10922,0.260609764054526
"gene-LOC134725358","NC_086379.1",56093317,56104197,10881,0.507595959192504
"gene-LOC134725357","NC_086379.1",56104186,56116800,12615,0.427259590633697
"gene-LOC134725359","NC_086379.1",56154518,56193120,38603,0.616491066960121
"gene-LOC134727157","NC_086379.1",56203413,56205861,2449,0.807549310615616
"gene-LOC134725361","NC_086379.1",56214956,56236294,21339,0.902978629739866
"gene-LOC134726537","NC_086379.1",56237115,56237729,615,0.690842948034948
"gene-LOC134725362","NC_086379.1",56246478,56261525,15048,0.520778976804451
"gene-LOC134725363","NC_086379.1",56279673,56312705,33033,0.373210608982683
"gene-LOC134725364","NC_086379.1",56324990,56339100,14111,0.463627205024506
"gene-LOC134725366","NC_086379.1",56344156,56382097,37942,0.388432072191969
"gene-LOC134725365","NC_086379.1",56375034,56419269,44236,0.486896404453152
"gene-LOC134727158","NC_086379.1",56397043,56401128,4086,0.365334785447219
"gene-LOC134727159","NC_086379.1",56406872,56410806,3935,0.422538778859348
"gene-LOC134725368","NC_086379.1",56448904,56474397,25494,0.410191414484952
"gene-LOC134726538","NC_086379.1",56479962,56481401,1440,0.742056174382782
"gene-LOC134725370","NC_086379.1",56489172,56495753,6582,0.493546692300425
"gene-LOC134725369","NC_086379.1",56495753,56521990,26238,0.316507377705313
"gene-LOC134725372","NC_086379.1",56527178,56536359,9182,0.332618724388213
"gene-LOC134725371","NC_086379.1",56536425,56550473,14049,0.47807183607055
"gene-LOC134725373","NC_086379.1",56555213,56579776,24564,0.419722642463729
"gene-LOC134725375","NC_086379.1",56579861,56598923,19063,0.500561984232525
"gene-LOC134725376","NC_086379.1",56608336,56618796,10461,0.490132785954745
"gene-LOC134725377","NC_086379.1",56618759,56622097,3339,0.39473493369347
"gene-LOC134725378","NC_086379.1",56634756,56638846,4091,0.4229457617053
"gene-LOC134726539","NC_086379.1",56638963,56700591,61629,0.433931880670455
"gene-LOC134727160","NC_086379.1",56681006,56683306,2301,0.222802984396304
"gene-LOC134726540","NC_086379.1",56701966,56702670,705,1.24399089425034
"gene-LOC134726541","NC_086379.1",56704417,56710181,5765,0.823702053027635
"gene-LOC134726542","NC_086379.1",56721335,56737580,16246,0.834500368739342
"gene-LOC134726543","NC_086379.1",56744421,56745209,789,1.26587552623568
"gene-LOC134725379","NC_086379.1",56752482,56769332,16851,0.799669733333358
"gene-LOC134725380","NC_086379.1",56792833,56929787,136955,0.792014814465229
"gene-LOC134725381","NC_086379.1",56933045,56940183,7139,0.841652340094251
"gene-LOC134725382","NC_086379.1",56941391,56965287,23897,0.814389700246779
"gene-LOC134725383","NC_086379.1",56971229,56994528,23300,0.862576117617678
"gene-LOC134725384","NC_086379.1",57022451,57041102,18652,0.379445146994161
"gene-LOC134725386","NC_086379.1",57042943,57048463,5521,0.311652113466843
"gene-LOC134725385","NC_086379.1",57048485,57081306,32822,0.795456671675135
"gene-LOC134726068","NC_086379.1",57052009,57068118,16110,0.875879281672046
"gene-LOC134725387","NC_086379.1",57085922,57117364,31443,0.308821431385447
"gene-LOC134725388","NC_086379.1",57125019,57134739,9721,0.411550588370518
"gene-LOC134725389","NC_086379.1",57143560,57162588,19029,0.454972571892764
"gene-LOC134725390","NC_086379.1",57174051,57268165,94115,0.389900726192847
"gene-LOC134725392","NC_086379.1",57278228,57287009,8782,0.578345714189142
"gene-LOC134727161","NC_086379.1",57288582,57297374,8793,0.306538366653052
"gene-LOC134725393","NC_086379.1",57302015,57335752,33738,0.337482627447073
"gene-LOC134725394","NC_086379.1",57340741,57419037,78297,0.89025690463846
"gene-LOC134726544","NC_086379.1",57430040,57449295,19256,1.11330339365755
"gene-LOC134725395","NC_086379.1",57466182,57521635,55454,0.292024088509165
"gene-LOC134725396","NC_086379.1",57528597,57535722,7126,0.468334299497109
"gene-LOC134727162","NC_086379.1",57558764,57561276,2513,0.216494469893742
"gene-LOC134726545","NC_086379.1",57561156,57574956,13801,0.45368124907146
"gene-LOC134727165","NC_086379.1",57576626,57579090,2465,0.763273011786298
"gene-LOC134727166","NC_086379.1",57600042,57607882,7841,0.827303468978564
"gene-LOC134726547","NC_086379.1",57624163,57626826,2664,0.730512352377272
"gene-LOC134727167","NC_086379.1",57630024,57635386,5363,0.816238580350751
"gene-LOC134727168","NC_086379.1",57734989,57760165,25177,0.921521813827016
"gene-LOC134727169","NC_086379.1",57935474,57989633,54160,0.838483515288847
"gene-LOC134725397","NC_086379.1",58042475,58048026,5552,0.925573161731226
"gene-LOC134727170","NC_086379.1",58052785,58054854,2070,0.94058651183229
"gene-LOC134725398","NC_086379.1",58057974,58063500,5527,0.833185430788346
"gene-LOC134725399","NC_086379.1",58067046,58074441,7396,1.04043886844736
"gene-LOC134726548","NC_086379.1",58076554,58081287,4734,0.864276440129789
"gene-LOC134727171","NC_086379.1",58085167,58095976,10810,0.663945128995624
"gene-LOC134725402","NC_086379.1",58105820,58117670,11851,0.72081263453189
"gene-LOC134725401","NC_086379.1",58125462,58133388,7927,0.324789221502813
"gene-LOC134725404","NC_086379.1",58133548,58153693,20146,0.364645584681521
"gene-LOC134725403","NC_086379.1",58137032,58142126,5095,0.294998168082525
"gene-LOC134725405","NC_086379.1",58185661,58229207,43547,0.930279430322772
"gene-LOC134725407","NC_086379.1",58260578,58273943,13366,0.447382445379055
"gene-LOC134727172","NC_086379.1",58282456,58283203,748,0.859384503849155
"gene-LOC134725408","NC_086379.1",58348193,58354397,6205,0.880829224860526
"gene-LOC134727173","NC_086379.1",58380492,58390420,9929,0.390624337471003
"gene-LOC134727174","NC_086379.1",58407632,58421267,13636,0.221379871320465
"gene-LOC134727175","NC_086379.1",58426225,58451798,25574,0.334238381279106
"gene-LOC134725409","NC_086379.1",58473099,58514457,41359,0.362890608467965
"gene-LOC134725411","NC_086379.1",58491180,58492559,1380,0.354731178236381
"gene-LOC134725412","NC_086379.1",58567296,58628019,60724,0.800388155174386
"gene-LOC134725413","NC_086379.1",58641435,58658287,16853,0.399961813636197
"gene-LOC134726549","NC_086379.1",58692203,58694141,1939,1.09122063751296
"gene-LOC134727176","NC_086379.1",58694157,58698167,4011,1.00493479662549
"gene-LOC134725414","NC_086379.1",58712070,58714984,2915,0.827365721818124
"gene-LOC134726550","NC_086379.1",58730551,58731901,1351,0.452736566455472
"gene-LOC134725415","NC_086379.1",58769003,58770510,1508,0.972294241990984
"gene-LOC134725416","NC_086379.1",58770523,58772245,1723,0.819982404135987
"gene-LOC134726552","NC_086379.1",58807053,58807808,756,0.538380418747592
"gene-LOC134727177","NC_086379.1",58887097,58941439,54343,0.896539386432544
"gene-LOC134725417","NC_086379.1",59015068,59026335,11268,0.830373877961039
"gene-LOC134727178","NC_086379.1",59039307,59042475,3169,0.706946882125491
"gene-LOC134725418","NC_086379.1",59049534,59059447,9914,0.568051517393979
"gene-LOC134726553","NC_086379.1",59061767,59064262,2496,0.982883589198065
"gene-LOC134727179","NC_086379.1",59070979,59079999,9021,0.902710594001634
"gene-LOC134725419","NC_086379.1",59088369,59096690,8322,1.00177670798258
"gene-LOC134726554","NC_086379.1",59112513,59180087,67575,0.828883561000047
"gene-LOC134725421","NC_086379.1",59186860,59207386,20527,0.854642235777558
"gene-LOC134726555","NC_086379.1",59229951,59252430,22480,0.804242164411584
"gene-LOC134726556","NC_086379.1",59256001,59258275,2275,0.819485491386499
"gene-LOC134725422","NC_086379.1",59259065,59262141,3077,0.825581482546521
"gene-LOC134725424","NC_086379.1",59273120,59277017,3898,0.31956399119807
"gene-LOC134725423","NC_086379.1",59277005,59293035,16031,0.372848905065447
"gene-LOC134725425","NC_086379.1",59298861,59300268,1408,0.973539239908235
"gene-LOC134727180","NC_086379.1",59304012,59312202,8191,0.714936070214986
"gene-LOC134725427","NC_086379.1",59330828,59341622,10795,0.382762094805024
"gene-LOC134725426","NC_086379.1",59341632,59349472,7841,0.306179192580411
"gene-LOC134725429","NC_086379.1",59353050,59362572,9523,0.362182162909716
"gene-LOC134725428","NC_086379.1",59362653,59385007,22355,0.353549915418414
"gene-LOC134725430","NC_086379.1",59394250,59398545,4296,0.500911017746527
"gene-LOC134725432","NC_086379.1",59403393,59407688,4296,0.500911017746527
"gene-LOC134725434","NC_086379.1",59409205,59426278,17074,0.518542140241751
"gene-LOC134725433","NC_086379.1",59426409,59504627,78219,0.441453768284135
"gene-LOC134725431","NC_086379.1",59437079,59437497,419,0.381127397771776
"gene-LOC134725436","NC_086379.1",59517067,59539364,22298,0.573474198381702
"gene-LOC134725435","NC_086379.1",59543731,59571543,27813,0.433835112311929
"gene-LOC134725437","NC_086379.1",59574141,59578145,4005,0.734669351722438
"gene-LOC134725438","NC_086379.1",59585078,59586759,1682,0.92434273772875
"gene-LOC134725439","NC_086379.1",59595010,59647108,52099,0.388335756652871
"gene-LOC134725441","NC_086379.1",59607921,59612647,4727,0.353081764283239
"gene-LOC134725442","NC_086379.1",59656114,59661966,5853,0.979389631373912
"gene-LOC134725443","NC_086379.1",59667457,59680961,13505,0.339449081985828
"gene-LOC134725444","NC_086379.1",59682554,59721981,39428,0.447711210678096
"gene-LOC134725445","NC_086379.1",59722795,59736635,13841,0.464635933554612
"gene-LOC134725446","NC_086379.1",59750746,59774591,23846,0.574144778812994
"gene-LOC134727182","NC_086379.1",59789017,59801963,12947,0.3865011630795
"gene-LOC134725447","NC_086379.1",59828066,59865440,37375,0.891202788614465
"gene-LOC134725449","NC_086379.1",59861743,59875317,13575,0.906580933464157
"gene-LOC134726558","NC_086379.1",59877623,59882713,5091,1.44610386864068
"gene-LOC134726559","NC_086379.1",59884460,59899432,14973,0.908842496679804
"gene-LOC134727183","NC_086379.1",60010141,60013693,3553,0.756515491101472
"gene-LOC134727184","NC_086379.1",60017613,60018597,985,0.694171371627825
"gene-LOC134727185","NC_086379.1",60022774,60025570,2797,0.628089389659809
"gene-LOC134726560","NC_086379.1",60028276,60029409,1134,0.750840731002443
"gene-LOC134726561","NC_086379.1",60138415,60152021,13607,0.869195844126779
"gene-LOC134726562","NC_086379.1",60200339,60203571,3233,0.428751394401654
"gene-LOC134727186","NC_086379.1",60219475,60220656,1182,0.811919709507313
"gene-LOC134726563","NC_086379.1",60246296,60256656,10361,0.879553846723596
"gene-LOC134726564","NC_086379.1",60271197,60272348,1152,1.09854445102329
"gene-LOC134726565","NC_086379.1",60281047,60286596,5550,0.937777262742405
"gene-LOC134725454","NC_086379.1",60292721,60303676,10956,0.857975016465253
"gene-LOC134725456","NC_086379.1",60317404,60319956,2553,0.844617581100124
"gene-LOC134725455","NC_086379.1",60329548,60338183,8636,0.745661755659826
"gene-LOC134726566","NC_086379.1",60339695,60350464,10770,0.897450615338298
"gene-LOC134725450","NC_086379.1",60363483,60369736,6254,0.784109732728681
"gene-LOC134726567","NC_086379.1",60385458,60390481,5024,0.819922055087424
"gene-LOC134725452","NC_086379.1",60398227,60404744,6518,0.324054990445506
"gene-LOC134725451","NC_086379.1",60404771,60410939,6169,0.376172243090687
"gene-LOC134725453","NC_086379.1",60414875,60445198,30324,0.433375968758364
"gene-LOC134725457","NC_086379.1",60445412,60452486,7075,0.228327757200623
"gene-LOC134726568","NC_086379.1",60493671,60494807,1137,0.267563453466023
"gene-LOC134725458","NC_086379.1",60514160,60565384,51225,0.375108086229557
"gene-LOC134726569","NC_086379.1",60571890,60572717,828,1.28154172297653
"gene-LOC134725459","NC_086379.1",60640087,60702224,62138,0.791028906247791
"gene-LOC134727187","NC_086379.1",60714074,60719061,4988,0.973671532229405
"gene-LOC134727188","NC_086379.1",60723226,60726437,3212,0.395933494938935
"gene-LOC134727189","NC_086379.1",60728426,60736584,8159,0.383973682518151
"gene-LOC134725460","NC_086379.1",60745276,60772585,27310,0.594239384990104
"gene-LOC134725462","NC_086379.1",60776651,60789214,12564,0.569766735678342
"gene-LOC134725461","NC_086379.1",60789061,60810925,21865,0.288864517071822
"gene-LOC134725464","NC_086379.1",60815927,60821273,5347,0.226830578257097
"gene-LOC134725463","NC_086379.1",60821400,60847413,26014,0.316935979049511
"gene-LOC134725465","NC_086379.1",60870106,60884784,14679,0.376510151341898
"gene-LOC134726570","NC_086379.1",60879795,60934151,54357,0.413712439781838
"gene-LOC134725466","NC_086379.1",60920675,60929510,8836,0.538470218523548
"gene-LOC134725467","NC_086379.1",60940415,60969380,28966,0.55308788425853
"gene-LOC134725468","NC_086379.1",60981370,60991311,9942,0.347931141512177
"gene-LOC134725469","NC_086379.1",60997599,61010138,12540,0.276566702166513
"gene-LOC134725470","NC_086379.1",61020220,61031396,11177,0.846640107433359
"gene-LOC134725471","NC_086379.1",61034597,61045033,10437,0.746639129370868
"gene-LOC134726572","NC_086379.1",61057129,61081772,24644,0.869435305303438
"gene-LOC134726573","NC_086379.1",61102594,61134835,32242,0.809199484511144
"gene-LOC134727190","NC_086379.1",61135835,61154680,18846,0.885447237963229
"gene-LOC134725472","NC_086379.1",61183587,61217642,34056,0.713115278551135
"gene-LOC134725473","NC_086379.1",61244112,61297380,53269,0.933104742031579
"gene-LOC134725475","NC_086379.1",61269665,61304146,34482,0.909112005298908
"gene-LOC134725476","NC_086379.1",61320472,61326783,6312,0.538800152640423
"gene-LOC134725477","NC_086379.1",61333899,61341359,7461,0.386708793550219
"gene-LOC134727191","NC_086379.1",61342821,61346039,3219,0.892143803260842
"gene-LOC134726574","NC_086379.1",61353433,61377015,23583,0.410290527522802
"gene-LOC134725478","NC_086379.1",61377004,61382047,5044,0.770194789269506
"gene-LOC134727192","NC_086379.1",61383614,61405257,21644,0.859440144776824
"gene-LOC134727193","NC_086379.1",61408727,61415403,6677,0.793804552933529
"gene-LOC134725479","NC_086379.1",61416954,61443653,26700,0.350249448956036
"gene-LOC134725480","NC_086379.1",61447972,61528457,80486,0.328702302127243
"gene-LOC134727194","NC_086379.1",61553871,61587324,33454,0.884118283275707
"gene-LOC134725481","NC_086379.1",61603682,61609109,5428,0.721939331988268
"gene-LOC134725482","NC_086379.1",61676744,61682888,6145,0.399299919617694
"gene-LOC134726575","NC_086379.1",61706922,61708598,1677,0.857723169807438
"gene-LOC134727196","NC_086379.1",61760135,61770054,9920,0.840015080670552
"gene-LOC134725483","NC_086379.1",61818272,61854986,36715,0.880218839072639
"gene-LOC134726576","NC_086379.1",61873602,61873985,384,0.104167373096877
"gene-LOC134725485","NC_086379.1",61943768,62026032,82265,0.908618903418471
"gene-LOC134726577","NC_086379.1",61999102,62000787,1686,0.797212165383335
"gene-LOC134725486","NC_086379.1",62044346,62075018,30673,0.672972144430136
"gene-LOC134725488","NC_086379.1",62083029,62089570,6542,0.694444757969027
"gene-LOC134725489","NC_086379.1",62094692,62110437,15746,0.831487642309599
"gene-LOC134727197","NC_086379.1",62118694,62123628,4935,0.844216926063904
"gene-LOC134727198","NC_086379.1",62133283,62137320,4038,0.788837982098634
"gene-LOC134725492","NC_086379.1",62142767,62158073,15307,0.773627385289084
"gene-LOC134725491","NC_086379.1",62159652,62170313,10662,0.949638123948218
"gene-LOC134725496","NC_086379.1",62188249,62227706,39458,0.449290827305255
"gene-LOC134725497","NC_086379.1",62192358,62200787,8430,0.502234749915687
"gene-LOC134725493","NC_086379.1",62231528,62245416,13889,0.38556887463099
"gene-LOC134725494","NC_086379.1",62237529,62245151,7623,0.399790764666671
"gene-LOC134725495","NC_086379.1",62260952,62293555,32604,0.342866960235414
"gene-LOC134726578","NC_086379.1",62296885,62301865,4981,0.888557962643256
"gene-LOC134725498","NC_086379.1",62307156,62310000,2845,0.804240717041236
"gene-LOC134727199","NC_086379.1",62311487,62315201,3715,0.627151512744574
"gene-LOC134726579","NC_086379.1",62318591,62322198,3608,0.82415186844294
"gene-LOC134726580","NC_086379.1",62323146,62324552,1407,1.03167472928502
"gene-LOC134726581","NC_086379.1",62327893,62329296,1404,0.948256948993279
"gene-LOC134726582","NC_086379.1",62336762,62338168,1407,0.905816206406043
"gene-LOC134726583","NC_086379.1",62340870,62342204,1335,1.15405207513629
"gene-LOC134726584","NC_086379.1",62342564,62343910,1347,1.2292267119043
"gene-LOC134726585","NC_086379.1",62346397,62347680,1284,0.818124435116655
"gene-LOC134725499","NC_086379.1",62355296,62374477,19182,0.969089933301799
"gene-LOC134727200","NC_086379.1",62386504,62389447,2944,0.846796052722339
"gene-LOC134726586","NC_086379.1",62411010,62412134,1125,1.10434982082409
"gene-LOC134725500","NC_086379.1",62414524,62442509,27986,0.762517446114173
"gene-LOC134726587","NC_086379.1",62469654,62473301,3648,0.798582587385396
"gene-LOC134725501","NC_086379.1",62505375,62509535,4161,0.845801299782364
"gene-LOC134726588","NC_086379.1",62514669,62516387,1719,0.84317017065602
"gene-LOC134725502","NC_086379.1",62522788,62525588,2801,0.860143397531612
"gene-LOC134725503","NC_086379.1",62529401,62531817,2417,0.884629894436491
"gene-LOC134725506","NC_086379.1",62547524,62556135,8612,0.860927384580958
"gene-LOC134725505","NC_086379.1",62559627,62611831,52205,0.866912440281566
"gene-LOC134725504","NC_086379.1",62581031,62648622,67592,0.87760494006057
"gene-LOC134727201","NC_086379.1",62662422,62683676,21255,0.867754384483681
"gene-LOC134725508","NC_086379.1",62704102,62706675,2574,0.988444581867025
"gene-LOC134725511","NC_086379.1",62706561,62734636,28076,0.788667611242876
"gene-LOC134725509","NC_086379.1",62707694,62708789,1096,0.857805225392248
"gene-LOC134725512","NC_086379.1",62735653,62781381,45729,0.799053021196558
"gene-LOC134727203","NC_086379.1",62800396,62805899,5504,0.703827545595554
"gene-LOC134725513","NC_086379.1",62810485,62819983,9499,0.27228547659938
"gene-LOC134725514","NC_086379.1",62824895,62833358,8464,0.780904069941089
"gene-LOC134725515","NC_086379.1",62842510,62850905,8396,0.898775815182104
"gene-LOC134725516","NC_086379.1",62857259,62865959,8701,0.387665437095748
"gene-LOC134725517","NC_086379.1",62866162,62883771,17610,0.309156974892848
"gene-LOC134725518","NC_086379.1",62893960,62931067,37108,0.857056240598049
"gene-LOC134725520","NC_086379.1",63017472,63034221,16750,0.453907764245612
"gene-LOC134725521","NC_086379.1",63035826,63061551,25726,0.285577251200435
"gene-LOC134725522","NC_086379.1",63070269,63075386,5118,0.799126615624013
"gene-LOC134727204","NC_086379.1",63077256,63078223,968,0.702395959183793
"gene-LOC134725524","NC_086379.1",63079514,63086533,7020,0.826169545395714
"gene-LOC134725523","NC_086379.1",63086613,63107887,21275,0.381158087170817
"gene-LOC134726589","NC_086379.1",63115521,63131974,16454,0.748432408152594
"gene-LOC134725525","NC_086379.1",63143319,63163067,19749,0.73290383080323
"gene-LOC134726590","NC_086379.1",63173823,63294376,120554,0.315996980833159
"gene-LOC134725526","NC_086379.1",63299795,63301739,1945,0.392718863901213
"gene-LOC134725527","NC_086379.1",63310031,63323686,13656,0.346634910207493
"gene-LOC134725528","NC_086379.1",63356926,63366999,10074,0.427323815316264
"gene-LOC134725529","NC_086379.1",63371465,63432745,61281,0.272181616937162
"gene-LOC134726591","NC_086379.1",63441456,63446819,5364,1.09554412417817
"gene-LOC134725530","NC_086379.1",63450767,63463773,13007,0.416848260468877
"gene-LOC134725531","NC_086379.1",63471149,63479335,8187,0.228849023857213
"gene-LOC134727205","NC_086379.1",63486728,63497823,11096,0.480084745290616
"gene-LOC134725532","NC_086379.1",63502128,63512636,10509,0.540861935710818
"gene-LOC134725533","NC_086379.1",63513183,63526094,12912,0.438030028117026
"gene-LOC134725535","NC_086379.1",63536161,63541038,4878,0.45047221477404
"gene-LOC134725534","NC_086379.1",63541075,63592908,51834,0.45989709427458
"gene-LOC134725536","NC_086379.1",63599331,63619804,20474,0.31235666034036
"gene-LOC134725537","NC_086379.1",63707816,63715373,7558,0.517072208530142
"gene-LOC134727206","NC_086379.1",63736445,63740206,3762,0.804521097676154
"gene-LOC134727207","NC_086379.1",63755395,63757558,2164,0.923446236205632
"gene-LOC134727208","NC_086379.1",63764744,63773302,8559,0.959756441902854
"gene-LOC134727209","NC_086379.1",63776972,63780346,3375,1.0740967326676
"gene-LOC134727210","NC_086379.1",63787617,63790807,3191,0.984078547228352
"gene-LOC134725538","NC_086379.1",63799326,63808643,9318,0.300653973838747
"gene-LOC134725539","NC_086379.1",63808805,63832519,23715,0.419864082330516
"gene-LOC134725541","NC_086379.1",63834610,63867196,32587,0.474582723966293
"gene-LOC134725540","NC_086379.1",63851643,63879116,27474,0.434875006889883
"gene-LOC134725542","NC_086379.1",63885782,63892394,6613,0.753474612809315
"gene-LOC134725543","NC_086379.1",63895825,63902120,6296,0.413773412525496
"gene-LOC134725544","NC_086379.1",63916517,63963205,46689,0.453357090527408
"gene-LOC134725546","NC_086379.1",63969827,64003476,33650,0.385633373415367
"gene-LOC134725550","NC_086379.1",63996268,64013931,17664,0.514135202858537
"gene-LOC134725551","NC_086379.1",64020826,64029473,8648,0.35946062684908
"gene-LOC134725545","NC_086379.1",64040176,64089761,49586,0.48626236186586
"gene-LOC134725549","NC_086379.1",64062455,64071481,9027,0.437096827343879
"gene-LOC134725547","NC_086379.1",64072954,64075597,2644,0.377124896183939
"gene-LOC134727211","NC_086379.1",64089984,64107432,17449,0.542326359122289
"gene-LOC134727212","NC_086379.1",64117727,64119590,1864,0.649890668925755
"gene-LOC134725552","NC_086379.1",64133964,64136498,2535,0.472693456595152
"gene-LOC134725553","NC_086379.1",64153174,64183421,30248,0.459680583482292
"gene-LOC134725555","NC_086379.1",64193382,64245154,51773,0.405266659480405
"gene-LOC134725556","NC_086379.1",64266839,64290535,23697,0.405384080642338
"gene-LOC134725557","NC_086379.1",64298029,64304682,6654,1.06910824644844
"gene-LOC134725558","NC_086379.1",64305765,64317316,11552,0.755130593606509
"gene-LOC134726592","NC_086379.1",64324708,64326543,1836,0.44677480888402
"gene-LOC134725559","NC_086379.1",64327004,64400920,73917,0.382056799071284
"gene-LOC134725561","NC_086379.1",64412856,64414334,1479,0.896194181326116
"gene-LOC134725562","NC_086379.1",64418787,64420356,1570,0.723963427349599
"gene-LOC134725563","NC_086379.1",64422231,64437119,14889,0.849914352275819
"gene-LOC134725564","NC_086379.1",64439415,64445290,5876,0.728595069130598
"gene-LOC134727213","NC_086379.1",64467992,64469118,1127,0.805653262933579
"gene-LOC134726593","NC_086379.1",64505554,64513588,8035,0.453413948986714
"gene-LOC134725565","NC_086379.1",64522506,64559806,37301,0.345935101868464
"gene-LOC134725566","NC_086379.1",64564700,64569789,5090,0.306970592660063
"gene-LOC134725568","NC_086379.1",64569837,64583103,13267,0.327347439688657
"gene-LOC134725569","NC_086379.1",64587804,64589900,2097,1.04348747453322
"gene-LOC134725571","NC_086379.1",64608747,64627423,18677,0.435363633598928
"gene-LOC134725572","NC_086379.1",64629381,64761381,132001,0.254606871830493
"gene-LOC134725573","NC_086379.1",64767148,64781412,14265,0.32667264454615
"gene-LOC134725574","NC_086379.1",64781567,64813557,31991,0.41378152015598
"gene-LOC134726069","NC_086379.1",64792374,64807797,15424,0.284010929831013
"gene-LOC134725575","NC_086379.1",64821269,64826913,5645,0.882187527684267
"gene-LOC134725576","NC_086379.1",64835448,64849240,13793,0.247183220763868
"gene-LOC134725577","NC_086379.1",64852244,64856336,4093,0.773322126379817
"gene-LOC134725578","NC_086379.1",64878150,64882202,4053,0.758566740584317
"gene-LOC134726594","NC_086379.1",64885290,64917254,31965,0.801539388504718
"gene-LOC134725579","NC_086379.1",64956800,64977084,20285,0.88265831189596
"gene-LOC134727214","NC_086379.1",64992568,64994235,1668,0.826237920732685
"gene-LOC134725580","NC_086379.1",65054906,65065483,10578,0.902992106235108
"gene-LOC134725581","NC_086379.1",65105359,65116292,10934,0.372011673544021
"gene-LOC134725582","NC_086379.1",65160510,65171532,11023,0.947738166394892
"gene-LOC134726595","NC_086379.1",65265423,65267084,1662,0.176211984322857
"gene-LOC134725583","NC_086379.1",65283347,65290655,7309,0.903182778594982
"gene-LOC134726596","NC_086379.1",65306129,65326289,20161,0.81106385814926
"gene-LOC134725584","NC_086379.1",65362979,65386771,23793,0.295786316428006
"gene-LOC134725586","NC_086379.1",65388661,65391064,2404,0.330166242101035
"gene-LOC134725585","NC_086379.1",65391246,65416924,25679,0.376400560794903
"gene-LOC134725587","NC_086379.1",65421423,65435683,14261,0.316127886942125
"gene-LOC134725589","NC_086379.1",65438907,65449177,10271,0.386993338762481
"gene-LOC134725588","NC_086379.1",65449207,65532236,83030,0.36212112041702
"gene-LOC134725590","NC_086379.1",65563981,65575307,11327,0.263654421121503
"gene-LOC134725591","NC_086379.1",65584929,65606132,21204,0.401529328790765
"gene-LOC134725592","NC_086379.1",65609916,65614769,4854,0.864061416667189
"gene-LOC134725593","NC_086379.1",65621666,65630870,9205,0.588423094059205
"gene-LOC134725595","NC_086379.1",65638534,65652708,14175,0.62547271616312
"gene-LOC134725596","NC_086379.1",65652749,65657749,5001,0.783764443734253
"gene-LOC134726597","NC_086379.1",65661083,65664808,3726,0.375056632687692
"gene-LOC134725598","NC_086379.1",65665671,65670671,5001,0.783764443734253
